# This file contains all the candidates ranked according to 
# the score given by the system described in: 
#
#   Without a `doubt'? Unsupervised discovery of downward-entailing operators.
#   Cristian Danescu-Niculescu-Mizil, Lillian Lee, and Richard Ducott.
#   Proceedings of the NAACL, pp 137--145, 2009
#   http://www.cs.cornell.edu/~cristian/Without_a_doubt_Unsupervised_discovery_of_downward-entailing_operators.html
#

1	denies		0.877834934992
2	lacking		0.836908939719
3	denied		0.822273327906
4	unaware		0.773529341613
5	longest		0.754595638944
6	hardly		0.744700299951
7	barring		0.741234752503
8	deny		0.723327621563
9	worse		0.721083861791
10	nobody		0.712274121337
11	opposes		0.695268457626
12	absence		0.674485769185
13	highest		0.669810944888
14	prohibits		0.660767440729
15	avoided		0.649365867497
16	avoids		0.646242927691
17	prevents		0.643639810543
18	strongest		0.64206440908
19	rejects		0.636321251896
20	absent		0.633714043233
21	doubted		0.628026179696
22	barred		0.625727199431
23	forestall		0.623471128535
24	lacks		0.60331337538
25	fastest		0.59988551863
26	oppose		0.588375440325
27	if		0.582610080519
28	refuses		0.577168761739
29	prohibit		0.570848670462
30	prohibited		0.558892273842
31	toughest		0.555694882987
32	lowest		0.555663367354
33	denying		0.553096975694
34	preclude		0.548891091246
35	refrain		0.543560790736
36	biggest		0.53652822675
37	largest		0.534772024786
38	resisted		0.530631794431
39	sharpest		0.527579223002
40	unlikely		0.524874066571
41	exclude		0.517756742847
42	lacked		0.516614004383
43	rarely		0.509166598766
44	worst		0.508898799786
45	eliminating		0.49954940628
46	excluding		0.49575085014
47	regardless		0.495055954032
48	doubtful		0.494444586579
49	smallest		0.488420219328
50	thwart		0.482279239785
51	prohibiting		0.476707065701
52	resist		0.475239486872
53	opposed		0.47471874882
54	refused		0.471785783543
55	unwilling		0.468312936651
56	veto		0.46727648673
57	unable		0.460534838593
58	never		0.456807742583
59	nothing		0.454949442794
60	postpone		0.45256261272
61	whenever		0.451773269398
62	reimburse		0.447736443471
63	dismiss		0.44564253587
64	avoiding		0.444816992496
65	avoid		0.437708961079
66	one-day		0.437194317835
67	refusing		0.434662113155
68	second-largest		0.433741123604
69	seize		0.432784398273
70	doubt		0.431646559634
71	deter		0.426017978194
72	withstand		0.425392079554
73	preventing		0.424925879709
74	prevented		0.424611167283
75	fined		0.42247863589
76	vowed		0.420968228224
77	minimize		0.420342521207
78	cannot		0.416966160798
79	greatest		0.415352531917
80	like		0.415047045071
81	doubts		0.407887378254
82	refusal		0.401041315743
83	closest		0.399829716088
84	virtually		0.390827931131
85	prevent		0.390733786624
86	almost		0.388645285424
87	insisting		0.386727631102
88	blocking		0.386568239896
89	suspended		0.386486226327
90	whether		0.383082025486
91	welcome		0.380659940815
92	bars		0.377048505007
93	detect		0.376769099529
94	cautioned		0.376502557071
95	approve		0.371264048436
96	skeptical		0.36714116284
97	essential		0.363573362856
98	considers		0.362367706236
99	reluctant		0.359942162113
100	anyone		0.357626481507
101	barely		0.356684449332
102	ambitious		0.354087426244
103	opposing		0.353923447707
104	wary		0.3534314766
105	refuse		0.353195416361
106	bar		0.352012105414
107	reject		0.351376471097
108	notify		0.348361009266
109	practically		0.344778600991
110	boasts		0.341542649524
111	lack		0.338518733722
112	timing		0.337332401463
113	firmly		0.333530692614
114	innocent		0.33191198169
115	anxious		0.331393142935
116	discourage		0.326930983013
117	plus		0.326399259505
118	best		0.325633052661
119	declined		0.324758442006
120	than		0.323832123525
121	fend		0.322840468579
122	defer		0.320670662196
123	signal		0.320395758057
124	insistence		0.320091710616
125	ruled		0.317400902215
126	remove		0.31654120035
127	vigorously		0.315824251206
128	rejected		0.31161738484
129	compensate		0.311377994347
130	identify		0.311192817975
131	warned		0.310319558758
132	unlike		0.3096039521
133	anybody		0.308268877882
134	ask		0.307618387931
135	premature		0.30609898666
136	unclear		0.305843780854
137	carefully		0.304866242089
138	concerning		0.304546781554
139	fails		0.304521114281
140	liable		0.304160025886
141	harder		0.303695824165
142	requires		0.298570087538
143	including		0.298431781671
144	evaluate		0.29682672195
145	better		0.295985300411
146	likelihood		0.295599338514
147	obviously		0.289049788079
148	failed		0.288480390481
149	sue		0.286954008468
150	effectively		0.28572897359
151	threatened		0.28543695993
152	've		0.285037651142
153	automatically		0.284391987492
154	insisted		0.284201974211
155	exempt		0.284167678424
156	wonder		0.282728896555
157	abandoned		0.282403023471
158	imagine		0.281727662375
159	threatening		0.278788348312
160	triple		0.278157656554
161	surely		0.277291522223
162	cleared		0.276663702727
163	comprehensive		0.273259592437
164	stressed		0.272308516034
165	reiterated		0.271901247083
166	extending		0.270661847638
167	absorb		0.270518684922
168	block		0.269235086813
169	requiring		0.268439664837
170	removed		0.267415341069
171	why		0.267362834706
172	sensitive		0.266764847619
173	notion		0.266459031032
174	refund		0.264552322575
175	eliminate		0.264049591758
176	forget		0.263565547663
177	urge		0.262720693177
178	limiting		0.261721587818
179	detailed		0.260430863734
180	vague		0.258108320462
181	becoming		0.258068758464
182	restraining		0.25610143992
183	disclose		0.255676244484
184	asks		0.255617661258
185	draw		0.255292102731
186	delay		0.254991514883
187	faster		0.254988691065
188	require		0.253512130495
189	dismissed		0.252941904828
190	entitled		0.252900896654
191	kill		0.251535557784
192	argued		0.250677541681
193	watching		0.250464513661
194	most		0.250413257802
195	extent		0.250074569329
196	blocked		0.249405716391
197	arguing		0.249302272909
198	making		0.249243928911
